"filename","font_name","details"
"GyozaDEMO-Black-BF669a09f100c73 - Copy.otf","Gyoza DEMO Black","Copyright (c) 2023 by Dharmas Studio. All rights reserved. | 1. Desktop License
License Usage:
- 1 User
- 2 Computers Installation
- Unlimited Personal Projects
- Non Logo/Logotype Usage
- Use for product (print/merch/sale) for sale up to 5000 prints/merchandises/sales
- Use for Digital Ads in any social media up to 10.000 impressions/month
- Use for 1 Website up to 10.000 views/month

You are not allowed to :
- Use font for Broadcast
- Use for Cinema/Motion Picture
- Embed font files in app/game/e-pub
- Trademark the logo. Please purchase Trademark Logo License for trademarking your logo

2. Extended License
License Usage:
- Up to 100 Computers Installation
- Logo Usage with Trademark
- Unlimited Commercial & Personal Project
- Unlimited product sale/print
- Unlimited Digital ads impressions in any social media
- Unlimited Websites & Unlimited Views
- Unlimited E-Pub titles

You are not allowed to :
- Embed font files in app/server/game
- Use for broadcast
- Use for Cinema/Motion Picture

3. Corporate License
License Usage:
- 1 Corporate/Brand
- Unlimited User & Installation
- Unlimited Commercial Project
- Unlimited End Product/merchandise for Sale
- Unlimited Web Views
- Unlimited Broadcasting Project
- Unlimited Movie/Cinema/Motion Picture Project
- Unlimited Digital Ads in any platform
- Unlimited Apps/game/server
- Unlimited Titles For E-book/Publishing
- Logo Usage with Trademark

4. Webfont License Unlimited
License Usage:
- 2 Computers Installation
- 1 website with Unlimited Views
- Embedding fonts using @font-face

5. E-Pub License
License Usage:
- 2 title
- Unlimited E-pub Sale/copy

6. Social Media Content Creator License
License Usage:
- Use for Digital Ads in any social media with unlimited impression
- Use for any youtube video with unlimited view

7. Broadcast/Movie License
License Usage:
- 1 Broadcast TV/Movie/Motion Graphic
- Up to 100 Computer Installation
- Unlimited End Product For Commercial (Product/Print Ads/Merchandise)
- Unlimited Websites with Unlimited Monthly View
- Unlimited Digital ads view

You are not allowed to :
- Embed font files in app/game

8. App/Game/Servers License
License Usage:
- Embedding font in one app/game
- Unlimited App download/sale
- Unlimited Game download/sale
- Embedding font in one server and allow user to use the font. Use this font in your server for 10 years

9. Trademark Logo License
License Usage:
- 1 Logo Usage with Trademark
- Unlimited End Product/merchandise for Sale
- Use for any youtube video with 100.000 view

Additional Information :
For more usage please choose the license according to your project needs ex: desktop license, business license, etc. | https://dharmasstudio.com/license/ | Dharmas Studio"
"Hallow-Zombies-Demo-BF68dd05e3608e8.otf","Hallow Zombies Demo Regular","Copyright (c) 2025 by ahweproject. All rights reserved. | Dida Ahluddin"
"Halo Dek.ttf","Halo Dek","Copyright (c) 2024 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"HeroBump-KVPGD.otf","Hero Bump","This font was created using FontCreator 12.0 from High-Logic.com | Icep Anwar fadhil"
"HighStar-Regular-BF68f5c48e3a4ff.ttf","High Star","This font was created using FontCreator 15 from High-Logic.com | www.graffitype.com/license | @halofandi"
"History of Wawa.otf","History of Wawa","Copyright (c) 2024 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"HolidayDreamDemoRegular.ttf","Holiday Dream Demo","Made with love in Indonesia - 2021 | PERSONAL License - Non Commercial | Email us :  info@vintype.com | Widiyanti & Sarah SP"
"HolidayDreamDemoScript.ttf","Holiday Dream Demo Script","Made with love in Indonesia - 2021 | PERSONAL License - Non Commercial | Email us :  info@vintype.com | Widiyanti & Sarah SP"
"Honey Bear.ttf","Honey Bear Bold","This font was created using FontCreator 12.0 from High-Logic.com | By installing or using this font, you are agreeing to the Product Usage Agreement:

This font is copyrighted and protected by the law. Usage of this font on any work without a proper license is 
deemed illegal. You might get fined at least USD 2000 for this act. 
Please do understand that we have our own system for tracking the usage of our works on the internet.

- This font is already FULL VERSION but 

-  BUY COMMERCIAL LICENSE or CORPORATE LICENSE www.maknastudio.com

- Any donations are very appreciated. Paypal account for donation:
https://paypal.me/maknastudio

for news update for our project font, please
Follow our Instagram: @makna.std

Thank you.

-----------------------------------------------

JANGAN MENGGUNAKAN FONT INI TANPA IJIN LICENSE DARI
MAKNA STUDIO
Jika menggunakan tanpa izin license makan akan dikenakan denda 5x lipat dari biaya extended

terima kasih | www.maknastudio.com/about/ | Yudistira"
"HoneySilk.otf","Honey Silk","Copyright (c) 2022 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | Khurasan"
"Juniory.otf","Juniory","Copyright (c) 2023 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"KEKAFE-1.otf","KEKAFE","Skytroopas Team"
"Kolta.otf","Kolta","Kolta by Jolicia Type | Laire Banyu Sandi Pawenang"
"Molen-Friend-Demo-BF68513edabfc63.otf","Molen Friend Demo Regular","Copyright (c) 2025 by Lettersweet. All rights reserved. | Lettersweet"
"Morning-Perfect-BF6913f6a4405d9.otf","Morning Perfect Regular","Morning Perfect is a trademark of SiapGraph | Nandini Febriyanti"
"MyPencil-Regular-BF66777b429a182.ttf","My Pencil Regular","Created with Calligraphr.com"
"Namaku.otf","Namaku","Copyright (c) 2024 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"NamgoDemo-BF6920275deb053 - Copy.otf","Namgo","Demo / Personal Use | https://koplexs.com/license/ | Koplexs Studio"
"Newyear Goo.otf","Newyear Goo","Copyright (c) 2024 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"Night-Rumble-BF65140cdbdb580.otf","Night Rumble","This font was created using FontCreator 11.5 from High-Logic.com | Timur Type Studio"
"Olas-Monto-Trial-BF6875be1db253c.ttf","Olas Monto Regular","https://www.twinletter.com/license/ | Danial"
"Piko-Regular-BF6677f48426f8b.ttf","Piko Regular","Created with Calligraphr.com"
"Playful Boxes - Copy.otf","Playful Boxes","Eko Bimantara"
"Queen-Wosha-BF68f3677bac274.otf","Queen Wosha","This font was created using FontCreator 13.0 from High-Logic.com | ©TimelessType.co. All Rights Reserved | https://TimelessType.co/ | Heru Utama Putra"
"Ralokun-woroP.otf","RALOKUN","Febrie Setiawan"
"Rapika-Logical-Demo-BF6905b10c17ea3 - Copy.otf","Rapika Logical","This font was created using FontCreator 13.0 from High-Logic.com | ©Gracetype Studios 2024.  All Rights Reserved | https://gracetypestudio.com/ | Dede Nugraha"
"Retro-Brush.ttf","Retro Brush Regular","www.blankidsfonts.com | www.blankidsfonts.com | Bangkit Tri Setiadi"
"Ricopalm-Regular-DEMO.otf","Ricopalm Regular","Artha"
"Rownet-Demo-BF691a999e19751.otf","Rownet Bold","Commercial Use | www.limitype.com | Muhammad Muammar"
"Royal Cocktail.ttf","Royal Cocktail","Copyright (c) 2025 by BlackFridayFont. All rights reserved. | BlackFridayFont.com

Fonts for Everyone — Whether you’re designing packaging, rocking a t-shirt line, building an app, or crafting a killer poster — once you've paid €2, you're free to use the font however you like.

We believe typography should be accessible to all, no matter the project type. No restrictions, no fine print — just creative freedom, plain and simple.

Because good design belongs to everyone! | BlackFridayFont"
"Runsey-BF68be9d51011c6.otf","Runsey","Personal Use | Zidan Zamzani"
"Santa-Power-BF69021bbcbcb95.otf","Santa Power Regular","Santa Power is a trademark of SiapGraph | Nandini Febriyanti"
"ScribsyMarker-DYxXm.otf","Scribsy Marker","Shanaf Design Studio Font | Use of fonts in accordance with the terms and conditions in the agreement. | https://putracetol.com/licenses/ | Yesie Erma Yunita"
"Smart-Mind-BF6913e80fd33d6.otf","Smart Mind Regular","Smart Mind is a trademark of SiapGraph | Nandini Febriyanti"
"SpikedDemoRegular.ttf","Spiked Demo","Made with love in Indonesia - 2021 | PERSONAL License - Non Commercial | Email : hello@nihstudio.com | Shalsha & Sarah Suci P"
"Spooky-Girls-BF66afcf540d2c7.otf","Spooky Girls","Keithzo"
"Super Bubble.ttf","Super Bubble",""
"Super Candy.ttf","Super Candy",""
"Super Caramel.ttf","Super Caramel",""
"Super Giggle.ttf","Super Giggle",""
"Super Glue Outline.ttf","Super Glue Outline",""
"Super Glue.ttf","Super Glue",""
"TELURIZE.otf","TELURIZE","Skytroopas"
"Twinkle-Magic.otf","Twinkle Magic","Keithzo"
"Vantela-BF679f3cc2d75ee.otf","Vantela","This free font is for personal use only. Please contact us if you wish to use it for commercial purposes.
typebaecreative@gmail.com | Iqbal Pauji"
"Wakupo - Copy.ttf","Wakupo","Pekotype"
"Whatdo.ttf","Whatdo","Copyright (c) 2024 by Khurasan. All rights reserved. | contact me at khurasantype@gmail.com | https://khurasanstudio.com/license/ | Khurasan"
"ZeroCool.ttf","Zero Cool","This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: https://scripts.sil.org/OFL | https://scripts.sil.org/OFL | GGBotNet"
"alicesmile-8mnba.otf","Alice Smile","Copyright (c) 2023 by Khurasan & Jalembe. All rights reserved. | contact me at khurasantype@gmail.com | Khurasan & Jalembe"
"cheese foodies.ttf","cheese foodies","This font was created using FontCreator 13.0 from High-Logic.com | ©Perspectype Studio 2021. All Rights Reserved | studioperspectype@gmail.com | Perspectype Studio"
"masterkomika-dr03k.otf","Master Komika","This font was created using FontCreator 13.0 from High-Logic.com | Muhamad Yusron Billah"
"okezonechamoonregular-jexjg.ttf","Okezone Chamoon Regular","Just for personal use | www.alitdesign.net/license | Kana Widana"
